Recipient Name,Award Amount
"CAPE FOX FACILITIES SERVICES, LLC",2061281.64
"FOUR POINTS TECHNOLOGY, L.L.C.",2043853.92
WASHINGTON METROPOLITAN AREA TRANSIT AUTHORITY,2028702.15
"THE BIOTEAM, LLC",2027577.53
"ECS FEDERAL, LLC",2020000.8
"COUNTERTRADE PRODUCTS, INC.",2001124.33
PRESIDENT AND FELLOWS OF HARVARD COLLEGE,2000000.0
PORTABLE DIAGNOSTIC SYSTEMS INC,2000000.0
"ONPOINT CONSULTING, INC.",1998720.58
SCRIPPS RESEARCH INSTITUTE,1992875.0
BG CONSULTING SERVICES LLC,1985557.0
COMPASS FEDERAL CONSULTING LIMITED LIABILITY COMPANY,1911246.89
"GOVSMART, INC.",1894874.52
ELSEVIER INC.,1823753.86
CARAHSOFT TECHNOLOGY CORP,1803017.31
THE MITRE CORPORATION,1795179.79
"CORELOGIX ASCLEPIUS JV, LLC",1688177.0
PALANTIR TECHNOLOGIES INC.,1685608.8
AMERICAN PEST MANAGEMENT INC,1660188.3
CHILDREN'S NATIONAL MEDICAL CENTER,1654043.3
"FEFA, LLC",1643872.0799999998
WOODBOURNE SOLUTIONS INCORPORATED,1638886.5299999998
"BECTON, DICKINSON AND COMPANY",1562941.06
"THE INFORMATICS APPLICATIONS GROUP, INC.",1555194.0
"BESHENICH MUIR & ASSOCIATES, LLC",1537332.0
AGILENT TECHNOLOGIES INC,1512844.82
"EN-NET SERVICES, L.L.C.",1486093.9200000002
DGI-ATI II LLC,1483916.8
UNIVERSITY OF UTAH,1463601.5799999998
"A-TEK, INC.",1461732.89
REGENCY CONSULTING INC,1448620.11
"NETCOMM, INC.",1432251.6
"CONTEMPORARIES, INC.",1426475.8599999999
"CUSTOMER VALUE PARTNERS, LLC",1412708.48
IT1 SOURCE LLC,1403708.04
"LUMEN TECHNOLOGIES GOVERNMENT SOLUTIONS, INC",1394157.18
"WESTWIND COMPUTER PRODUCTS, INC.",1383214.1800000002
"WEEMS DESIGN STUDIO, INC.",1322161.96
"ALETO, INC.",1315054.48
CURIA GLOBAL INC,1251062.82
RESEARCH INSTITUTE AT NATIONWIDE CHILDREN'S HOSPITAL,1219976.54
MELGAR FACILITY MAINTENANCE LLC,1206409.92
"EDJ ASSOCIATES, INC.",1198751.0
ALVAREZ LLC,1181880.26
"THE MEDICAL COLLEGE OF WISCONSIN, INC.",1177482.0
MATHEMATICA INC.,1175999.0
"MDB, INC.",1172347.98
GOVERNMENT ACQUISITIONS INC,1172084.56
"ACK3 CONSULTING, LLC",1118755.73
"MARTEK GLOBAL SERVICES, INC.",1107315.68
BMNT INC.,1080722.0
SYLGER CORP,1078942.5
FEI COMPANY,1054293.33
"DATA MANAGEMENT TECHNOLOGIES, INC.",1043418.53
"MID-ATLANTIC SERVICES GROUP, INC.",1038002.61
TEYA SUPPORT SERVICES LLC,1035755.06
"THE AMERICAN SOCIETY OF HUMAN GENETICS, INCORPORATED",1016886.4
FLYWHEEL DATA LLC,1011454.6799999999
CHROMOLOGIC LLC,999637.0
"RIPPLE EFFECT COMMUNICATIONS, INC.",995482.63
REVOLUTIONARY SOLUTIONS LLC,992505.6
"LAB2MARKET, PBC",989780.0
RED RIVER TECHNOLOGY LLC,988354.3500000001
ALPHA OMEGA BIOTECHNOLOGY SERVICES LLC,983549.91
"KLARQUIST SPARKMAN, LLP",975342.97
"UNIVERSITY OF CALIFORNIA, LOS ANGELES",973414.91
ABBOTT LABORATORIES INC.,971378.67
"CERAMEDIX HOLDING, LLC",964648.0
FISHER SCIENTIFIC COMPANY L.L.C.,954787.46
SCITECH SERVICES INC,934709.04
"FEDGOVIT, INC.",927685.32
"NEW AGE DEVELOPMENT GROUP, LLC",918048.04
"CHEMTREAT, INC.",912224.8
SNODGRASS CONTRACTING LLC,907705.8400000001
VERADIGM LLC,898421.76
FCN INC,898052.4299999999
"CHEMOMETEC, INC.",897855.0
SANCHEZ GROUP JOINT VENTURE,890953.99
THE JOHNS HOPKINS UNIVERSITY,880275.1
"CAMRIS INTERNATIONAL, LLC",869760.0
NORTHWESTERN CORP,865476.25
AEIO LLC,857505.6
"PANAMERICA COMPUTERS, INC.",849188.78
LEICA MICROSYSTEMS INC.,845927.63
"REMEDYBIZ, INC.",844532.3
AMERICAN TYPE CULTURE COLLECTION,806111.91
RITZ CONSTRUCTION INC,805591.92
"IQ SOLUTIONS, INC.",801416.6000000001
"EKAGRA PARTNERS, LLC",791772.84
"ALLENTOWN, LLC",789695.52
"CHICKASAW FUTREND TECHNOLOGIES ALLIANCE, LLC",781631.98
"22ND CENTURY TECHNOLOGIES, INC.",772252.72
"IVISION, INC.",767988.8
"NEW YEAR TECH, INC",755127.74
"SEKON ENTERPRISE, LLC",752005.49
CSR INC.,743528.8
JEFFERSON CONSULTING GROUP LLC,740325.2
AMERICAN CHEMICAL SOCIETY,705060.0
"ARSERVICES, LIMITED",704036.0
"CFR ENGINEERING CONSULTANTS, INC.",700243.6
"CAPE FOX ENDEAVOR, LLC",694060.4
ANEON FEDERAL SOLUTIONS LLC,693195.26
"MEDLINE INDUSTRIES, LP",692120.26
PLEXUS SCIENTIFIC CORPORATION,689912.1599999999
"HD HR CONSULTING SOLUTIONS, LLC",677377.1
THE RESEARCH FOUNDATION FOR THE STATE UNIVERSITY OF NEW YORK,677105.0
"SIEMENS MEDICAL SOLUTIONS USA, INC.",674377.11
VWR INTERNATIONAL LLC,670584.28
ENV SERVICES INC,654918.0
CHAPPELLE MECHANICAL SERVICES LLC,651848.0
VAULTES LLC,642855.82
ADVANCED CLEANROOM MICROCLEAN CORP,630250.62
WATERS TECHNOLOGIES CORPORATION,628846.24
VIRGINIA COMMONWEALTH UNIVERSITY,627189.3
ROBERTS OXYGEN CO INC,625977.86
STRATEGIX MANAGEMENT LLC,624275.0
"BRANDAN ENTERPRISES, INC.",623989.0900000001
"MPF/CAMRIS SOLUTIONS, LLC",617300.0
CLARIVATE ANALYTICS (US) LLC,616560.67
UNIVERSITY OF TEXAS MEDICAL BRANCH AT GALVESTON,614824.0
"HBVTECH, L.L.C",606178.0
"TREON SUPPORT SERVICES JV, LLC",600512.6799999999
LYNNTECH INC.,599989.0
L2 DIAGNOSTICS LLC,599471.0
"FLUID DISCOVERY, INC.",595337.0
"M2 ENGINEERING, LLC",594278.75
"WESTERLY ENTERPRISES, LLC",579097.0
"STEAMPUNK, INC.",578666.5
"HELLMUTH, OBATA & KASSABAUM, P.C.",551922.87
DELL FEDERAL SYSTEMS L.P,549837.28
"COX SUBSCRIPTIONS, INC.",549769.9
"NATIONAL MEDICAL SERVICES, INC.",549092.0
ONE FEDERAL SOLUTION CORPORATION,548933.04
"BUCHANAN & EDWARDS, INC.",546870.6
"INSIGHT PUBLIC SECTOR, INC.",544747.43
ABSS SOLUTIONS INC,542452.11
"TECNIPLAST USA, INC.",542078.45
CBEYONDATA LLC,541177.22
REGENTS OF THE UNIVERSITY OF MINNESOTA,538757.35
CDW GOVERNMENT LLC,534680.37
VIRALGEN VECTOR CORE SL,533124.0
"INTELLIGENT IMAGING INNOVATIONS, INC",525812.35
CLYM ENVIRONMENTAL SERVICES LLC,525000.0
"DYNAMIC BUSINESS GROUP, INC.",523716.72
THERMO ELECTRON NORTH AMERICA LLC,518935.02
BRUKER BIOSPIN CORP,518920.88
CAMEO CONSULTING GROUP LLC,515990.16000000003
"BETAH ASSOCIATES, INC.",507837.89
"COLUMBUS NANOWORKS, INC.",506498.0
"ALAMO CITY ENGINEERING SERVICES, INC.",502761.96
IQVIA GOVERNMENT SOLUTIONS INC,502559.0
ADELPHI TECHNOLOGY INC,500000.0
TRUSTEES OF INDIANA UNIVERSITY,500000.0
GENCYTE THERAPEUTICS INC,499990.0
STANDARD PETROLEUM LOGISTICS INC,499987.0
"INNOVATION PATHWAYS, LLC",499908.0
"BETTER DIRECT, LLC",488250.0
"ALLIANT ENTERPRISES, LLC",485769.88
"NORESCO, LLC",484573.75
"BUSINESS DEVELOPMENT ASSOCIATES, LLC",480764.96
"CHEROENHAKA NOTTOWAY ENTERPRISES, LLC",477270.33999999997
AKIMA FACILITIES OPERATIONS LLC,460000.0
FLEXRN INC,460000.0
"JUSTIN J. REEVES, L.L.C",458624.0
THE POTOMAC EDISON CO,455933.0
"AMERICAN TESTING, INC.",454790.0
STERLING COMPUTERS CORPORATION,439193.74
"THE HENRY M. JACKSON FOUNDATION FOR THE ADVANCEMENT OF MILITARY MEDICINE, INC.",433940.26
NEW DOMINION CONSTRUCTION LLC,427945.0
JACKSON LABORATORY,420819.11
IMPYRIAN POWER SYSTEMS LLC,419733.0
OXALIS SOLUTIONS LLC,418907.68
CANDOR SOLUTIONS LLC,414320.77
EMINENT SERVICES CORP,413426.0
WASHINGTON OFFICE INTERIORS LLC,408327.43
REES SCIENTIFIC CORPORATION,405914.79000000004
TRANSPERFECT TRANSLATIONS INTERNATIONAL INC,399500.0
THE GENERAL HOSPITAL CORPORATION,399097.99
VETERAN DESIGN & CONSTRUCTION INC,398505.82
AREYANA CORPS SOLUTION INC,395600.0
"ALLMOND & CO, LLC",393840.0
LIFE TECHNOLOGIES CORPORATION,392549.06
"INVOTEX IP, LLC",392464.56
MEDICAL RECORDS CORP. OF MARYLAND,390010.5
"AVANT GARDE SCIENTIFIC, INC",389153.0
OLGOONIK SPECIALTY CONTRACTORS LLC,382170.64
"INFINITY CONFERENCE GROUP, INC.",381657.29999999993
ACUMEN LLC,377061.0
"EUROFINS DISCOVERY SERVICES NORTH AMERICA, LLC",364112.20999999996
"K.R. WOLFE, INC.",354997.62
METACLIPSE THERAPEUTICS CORP,354957.0
"PATHCISION MEDICINE, INC.",354941.0
RADIANT DX INC.,354753.0
"AFFILIATED ENGINEERS METRO DC, INC.",347478.4
CMA TECHNOLOGY INC,345805.98
CAPITOL CARBONIC CORP,344362.0
HISTORY ASSOCIATES INCORPORATED,344026.15
CMC BUILDING INC,342177.0
"EAGLE HEALTH, LLC",341000.0
PDO-PKS JV LLC,339485.95
"SHIMADZU SCIENTIFIC INSTRUMENTS, INC.",338699.62
"KEEL'S LANDING, LLC",333464.8
OXFORD NANOPORE TECHNOLOGIES INC,331775.0
NORSEMAN INC,327715.0
CORITY SOFTWARE INC.,321739.86
NEEVSYS INC.,320814.68
"UNIVERSITY OF CALIFORNIA, DAVIS",314747.45
"ET&T JV, LLC",311376.63
MUCOMMUNE LLC,306183.0
BLH TECHNOLOGIES INC,304403.0
"CARL ZEISS MICROSCOPY, LLC",303385.04000000004
"BURLESON RESEARCH TECHNOLOGIES, INC.",301462.87
"AXON ENTERPRISE, INC.",300855.96
"PROMPT DIAGNOSTICS, INC.",300000.0
SCICRUNCH,300000.0
"AI BIOSCIENCES, INC.",300000.0
IVIDENCE INC,300000.0
"THORLABS, INC",299836.41
"BAEBIES, INC.",299427.0
ACISTEK LLC,299408.8
BALTIMORE GAS AND ELECTRIC COMPANY,298000.0
"DAC RADIATION SAFETY CONSULTING, LLC",296480.0
"BECKMAN COULTER, INC.",295600.82
BELT BUILT CFM GOVERNMENT SERVICES JV LLC,295037.84
SNO CORP.,294965.37
SD SOLUTIONS LLC,289522.78
"XTEC, INCORPORATED",287400.0
NIKON INSTRUMENTS INC,284007.39
SOFT COMPUTER CONSULTANTS INC,281515.94999999995
PSOMAGEN INC,279755.0
"BNF TECHNOLOGIES, INC.",276371.53
AGILITY TECHNOLOGIES INC.,274860.0
PINE PHARMACEUTICALS LLC,273170.28
"HDR ARCHITECTURE, INC.",269772.78
INSTITUTE FOR DEFENSE ANALYSES,265086.0
"INFINITY-CMA JV, LLC",262778.54
"GLOBAL ENGINEERING SOLUTIONS, INC.",262510.04000000004
DEFINITIVE LOGIC CORPORATION,262382.41
"STANDARD-BLAZAR, LLC",262164.51
CAPITAL CONSULTING CORP,261000.0
MALBAIE SOLUTIONS INC.,258644.4
"IDEXX DISTRIBUTION, INC",258529.34
VENATORX PHARMACEUTICALS INC,255864.75
OXFORD NANOIMAGING INC,249946.96
ARCH SYSTEMS LLC,248920.0
INOVATE SOLUTIONS INC,248103.6
"TELEDYNE INSTRUMENTS, INC.",247782.7
TECHNATOMY CORPORATION,247533.91
ACHUTI LLC,247011.0
A-TEAM SOLUTIONS LLC,244487.28
SYNTHRA GMBH,240688.0
ISTOR SOLUTIONS LLC,234166.72999999998
"HEALTH DECISIONS, INC.",233291.0
ALEUT SERVICES LLC,231949.47999999998
GE PRECISION HEALTHCARE LLC,230988.56
ROCHE DIAGNOSTICS CORPORATION,226690.0
AB SCIEX LLC,226537.05
"ENVISION NOW, LLC",225262.58000000002
REGIMED MEDICAL,219850.0
"TECHNICAL FRONTIERS, INC.",219659.81
PROPHARMA GROUP LLC,218961.8
"M2 TECHNOLOGY, INC.",216105.96
LAYLA KASSEM,215602.67
"DNANEXUS, INC.",214203.5
BMF PRECISION INC,211375.0
AMERICAN ASSOCIATION FOR THE ADVANCEMENT OF SCIENCE,211203.04
SIEMENS ENERGY INC,210653.02
"TRANSNETYX, INC",210549.0
BLUEFIN LLC,209125.8
"PROFESSIONAL AND SCIENTIFIC ASSOCIATES, INC.",202484.33000000002
CHENEGA RELIABLE SERVICES LLC,202432.1
"BRUKER SPATIAL BIOLOGY, INC.",202158.1
EXXACT CORPORATION,201692.0
"GE MEDICAL SYSTEMS INFORMATION TECHNOLOGIES, INC.",193216.29
ACCENTURE FEDERAL SERVICES LLC,192059.52
SKOOKUM EDUCATIONAL PROGRAMS,191510.91
JC TECHNOLOGY INC,189112.95
"ANDOR TECHNOLOGY, INC.",185253.14
"REVVITY HEALTH SCIENCES, INC.",184785.21000000002
"BIOLOGICS CONSULTING GROUP, INC.",182000.0
"MA FEDERAL, INC.",181889.83
QUOTIENTSUB LLC,177951.59
DIVERSIFIED LABORATORY REPAIR INC,177783.82
"MEDTRUST, L.L.C.",175000.0
TEAM PLACEMENT SERVICE INC,174811.49
"TUCKER-DAVIS TECHNOLOGIES, INC.",174052.0
ALCHEM LABORATORIES CORPORATION,174000.0
UNIVERSITY OF CALIFORNIA SANTA CRUZ,173250.0
VIZGEN INC,172480.0
"BROWN POINT FACILITY MANAGEMENT SOLUTIONS, LLC",170777.0
CHILDREN'S RESEARCH INSTITUTE,170576.0
"LEOTA PROFESSIONAL RESOURCES, LLC",170000.0
RAILROAD CLEANERS,168010.0
IRON MOUNTAIN INFORMATION MANAGEMENT LLC,167204.57
ADVANT-EDGE SOLUTIONS OF MIDDLE ATLANTIC INC,166976.0
"BLT FUND9 BETHESDAN, LLC",165945.51
"UNIVERSITY OF MARYLAND, COLLEGE PARK",165000.0
BIALEK CORPORATION OF MARYLAND,164811.98
LAB EXPRESS LLC,164747.5
PITCHBOOK DATA INC,161500.0
LOUISIANA STATE UNIVERSITY HEALTH SCIENCES CENTER NEW ORLEANS,161063.54
"XPECT SOLUTIONS, INC.",159449.76
"EVA GARLAND CONSULTING, LLC",159097.0
COLLABORATIVE TECHNOLOGIES AND COMMUNICATIONS CORP.,158054.6
WASHINGTON HOSPITAL CENTER CORPORATION,157510.64
"OMNICELL, INC.",157087.18
AB STAFFING SOLUTIONS LLC,155720.0
"ISLAS GENERAL CLEANING SERVICES, INC.",155572.82
"ARBOR RESEARCH, LLC",152920.0
PHC CORPORATION OF NORTH AMERICA,152901.97
DIASORIN INC,152141.45
"CANON U.S.A., INC.",151522.3
"CHESAPEAKE OPEN MRI, LLC",151400.0
"CAMBRIDGE ISOTOPE LABORATORIES, INC",151163.0
INTERNATIONAL RESEARCH ETHICS CONSULTATION - INNEHAVER REIDAR LIE,150000.0
"TURNER REMODELING, INC",150000.0
"4 G PLUMBING AND HEATING, INC.",150000.0
ABCAM INC,149700.0
"GRANICUS, LLC",148927.86
"BIO-RAD LABORATORIES, INC.",147985.34
"QIAGEN, LLC",147688.35
"ULTIMA GENOMICS, INC.",146500.0
"OCLC, INC",145890.44
"APPLICA SOLUTIONS, INC.",145304.64
"ADVANCED COMPUTER CONCEPTS, INC.",144728.83
"MAXIM HEALTHCARE SERVICES, INC.",144000.0
"TECHNOLOGY SOLUTIONS PROVIDER, LLC",143684.4
EVOSEP INC.,143115.42
"BELL TECHLOGIX, INC.",137823.24
"SYSMEX AMERICA, INC",136609.84
AMERICAN COLLEGE OF SURGEONS,136500.0
"STERLING MEDICAL ASSOCIATES, INC",135000.0
"PLEXON, INC",134675.0
"NEW YORK EMBROIDERY STUDIO, INC.",134400.0
"SYSTEMS PLUS, INC.",133737.48
"EDGE TECHNOLOGY DISTRIBUTORS, INC.",132364.46
DOLIVEIRA SYSTEMS LLC,131738.16
"ACTUATED MEDICAL, INC.",131392.0
PUBLIC HEALTH INSTITUTE,131299.0
MIDTOWN PERSONNEL INC.,130321.92
AMERICAN SOCIETY OF HEALTH-SYSTEM PHARMACISTS INC,128958.0
LIFE SCIENCE PRODUCTS INC,127764.24
RECTOR & VISITORS OF THE UNIVERSITY OF VIRGINIA,127604.78
"PACIFIC BIOSCIENCES OF CALIFORNIA, INC",125534.6
IONOPTIX LLC,125220.0
J & J MAINTENANCE INC,124587.51
ONE PARKING 6700 ROCKLEDGE INC,121005.0
"MED ASSOCIATES, INC.",120499.9
MOLECULAR DEVICES LLC,119881.51000000001
OLINK PROTEOMICS INC,118808.18
"THE MATHWORKS, INC.",118166.4
YALE UNIV,117475.8
"QUADIENT, INC.",116062.85
"SCALE BIOSCIENCES, INC",115835.0
GLOBAL LIFE SCIENCES SOLUTIONS USA LLC,114913.69
KARL STORZ ENDOSCOPY-AMERICA INC,114622.04000000001
QUARTO CONSERVATION OF BOOKS & PAPER INC,114000.0
"JAMES' ELECTRICAL CONTROL, INC.",113880.12
LABKEY CORPORATION,113384.0
"SYNERGY ENTERPRISES, INC",112680.59999999999
RIMA CONSTRUCTION LLC,110295.0
PROTEINSIMPLE,109216.0
LIFELINE MOBILE INC,108041.95
"CYTEK BIOSCIENCES, INC.",107559.57999999999
GEORGE WASHINGTON UNIVERSITY (THE),105089.0
TCG INC,104990.61
BOSTON MEDICAL CENTER CORPORATION,104919.01
"DISYS SOLUTIONS, INC.",103978.67
CARE SYSTEMS INC,102756.0
"NEXUS GROUP, LLC",102720.0
INTEGRA LIFESCIENCES CORPORATION,101185.74
OREGON HEALTH & SCIENCE UNIVERSITY,100293.76
TECH62 INC,100000.08
ROMEM AQUA SYSTEMS CO INC,99885.83
GENSCRIPT USA INC,97667.89
CAYUSE HOLDINGS LLC,97358.03
BABIES 'N BUSINESS LIMITED LIABILITY COMPANY,97016.67
OLD DOMINION UNIVERSITY,96167.0
"GENOMIC TESTING COOPERATIVE, LCA",96000.0
NTVI SOLUTIONS LLC,95262.8
PROPERTY & ENVIRONMENTAL MANAGEMENT INC,94735.93
CREAGEN INC,94400.0
TOTAL RESOURCE MANAGEMENT INC,93145.01
"BINDING SITE, INC., THE",92820.12
"MURTY PHARMACEUTICALS, INC.",92724.0
GLOBAL CONSULTING SERVICES OF MARYLAND LLC,91918.68
HYGEIA SOLUTIONS PARTNERS LLC,90536.69
"DARK HORSE CONSULTING GROUP, INC.",90400.0
"SURGI-TRON OF MARYLAND, INC.",90000.0
THE REGENTS OF THE UNIVERSITY OF COLORADO,89977.8
"JBS CONTRACTING, LLC",89175.28
"CENTER FOR BIOETHICS AND RESEARCH, NIGERIA",88492.5
SONY BIOTECHNOLOGY INC.,87584.31
METAL MEN LLC,86652.41
THE REMI GROUP LLC,85311.8
SP INDUSTRIES INC,85270.0
SURFACE TECHNOLOGY INC,85211.0
SPT LABTECH LIMITED,85109.6
MEDIALAB SOLUTIONS LLC,84844.65
PARAGON MICRO INC,84079.26
MAVEN GROUP LLC,83618.76
LOVELACE BIOMEDICAL RESEARCH INSTITUTE,83602.39
"FIDELITY DECYPHER SERVICES, LLC",83136.0
"OPENEYE SCIENTIFIC SOFTWARE, INC",82910.0
PURVIS SYSTEMS INC,82671.09
ALLIED AIR COMPRESSOR INC,81700.69
GENERAL SERVICES ADMINISTRATION GREATER SOUTHWEST FINANCE CENTER (7BC),81673.44
BIOMERIEUX INC,80691.20999999999
LABREPCO LLC,80310.11
FCA US LLC,79153.01999999999
"LONZA WALKERSVILLE, INC",78115.70999999999
REMEL INC.,77612.41
GENEXPLAIN GMBH,76860.0
BOSTON ELECTRONICS CORPORATION,76742.0
CAMBRIDGE RESEARCH SYSTEMS LIMITED,76250.0
AMERICAN FOUNDATION FOR BIOLOGICAL RESEARCH,75600.0
"VALOGIC BIO, LLC",75000.0
CONEXUS INC,74906.88
TEL AVIV UNIVERSITY,74854.0
"CARTRIDGE TECHNOLOGIES, LLC",73383.11
"SEBIA, INC.",72850.0
NUAIRE INC,72163.01000000001
CHEMAXON LLC,71948.0
"LI-COR BIOTECH, LLC",71936.0
