Award Id,Recipient Name,Action Date,Award Amount,Piid,Place Of Performance State Code,Place Of Performance City Name,Place Of Performance ZIP Code,Place Of Performance County Name,Product Or Service Code (Psc),Psc Description,Naics Code,Naics Description,Type Of Set Aside,Type Of Set Aside Description,Contracting Officer Business Size Determination,Last Modified Date,Is Small Business,Is 8a Set-Aside
68HE0526F0132,"ENVIRONMENTAL QUALITY MANAGEMENT, INC",2026-09-23,0.0,68HE0526F0132,IL,CHICAGO,60604,COOK,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HE0326P0091,"OHIO LUMEX CO., INC",2026-09-23,34400.0,68HE0326P0091,PA,MARCUS HOOK,19061,DELAWARE,6640,LABORATORY EQUIPMENT AND SUPPLIES,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,,,,,False,False
68HERC24F0405,"APTIM FEDERAL SERVICES, LLC",2026-09-23,61334.6,68HERC24F0405,OH,CINCINNATI,45204,HAMILTON,R499,SUPPORT- PROFESSIONAL: OTHER,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",,,,,False,False
68HE0524F0025,EMD STRATEGIES LLC,2026-09-23,85966.4,68HE0524F0025,IL,CHICAGO,60604,COOK,R430,SUPPORT- PROFESSIONAL: PHYSICAL SECURITY AND BADGING,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,,,,,False,False
68HERF26F0010,"PEGASUS TECHNICAL SERVICES, INC",2026-09-23,98465.0,68HERF26F0010,OH,CINCINNATI,45268,HAMILTON,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",,,,,False,False
68HE0226F0029,WESTON SOLUTIONS INC,2026-09-23,20000.0,68HE0226F0029,NJ,EDISON,08837,MIDDLESEX,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HERL26P0055,AVL TEST SYSTEMS INC,2026-09-23,-46568.34,68HERL26P0055,MI,ANN ARBOR,48105,WASHTENAW,H226,EQUIPMENT AND MATERIALS TESTING- TIRES AND TUBES,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,,,,,False,False
68HE0524C0003,"CARDINAL POINT CAPTAINS, INC.",2026-09-23,550000.0,68HE0524C0003,WI,MILWAUKEE,53204,MILWAUKEE,V214,TRANSPORTATION/TRAVEL/RELOCATION- TRAVEL/LODGING/RECRUITMENT: MARINE PASSENGER,483114,COASTAL AND GREAT LAKES PASSENGER TRANSPORTATION,,,,,False,False
68HERL26F0181,"ENVIRONMENTAL MANAGEMENT SUPPORT, INC",2026-09-23,70486.15,68HERL26F0181,MD,SILVER SPRING,20910,MONTGOMERY,R499,SUPPORT- PROFESSIONAL: OTHER,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HERF26F0198,"AGILE DECISION SCIENCES, LLC",2026-09-23,1788842.58,68HERF26F0198,DC,WASHINGTON,20004,DISTRICT OF COLUMBIA,R499,SUPPORT- PROFESSIONAL: OTHER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
68HERW26P0346,LECO CORP,2026-09-23,271862.0,68HERW26P0346,MI,SAINT JOSEPH,49085,BERRIEN,6630,CHEMICAL ANALYSIS INSTRUMENTS,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,,,,,False,False
68HE0926F0111,"E2 CONSULTING ENGINEERS, INC.",2026-09-23,750000.0,68HE0926F0111,CA,SAN FRANCISCO,94105,SAN FRANCISCO,F999,OTHER ENVIRONMENTAL SERVICES,562910,REMEDIATION SERVICES,,,,,False,False
68HERC25F0049,"ICF INCORPORATED, L.L.C.",2026-09-23,-483.85,68HERC25F0049,VA,RESTON,20190,FAIRFAX,R499,SUPPORT- PROFESSIONAL: OTHER,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",,,,,False,False
68HE0425F0033,SERCO INC,2026-09-23,-27.08,68HE0425F0033,GA,ATHENS,30605,CLARKE,B504,SPECIAL STUDIES/ANALYSIS- CHEMICAL/BIOLOGICAL,541380,TESTING LABORATORIES AND SERVICES,,,,,False,False
68HE0223F0053,"HYDROGEOLOGIC, INC.",2026-09-23,0.0,68HE0223F0053,PR,MANATI,00674,MANATI,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HE0324F0035,"ICF INCORPORATED, L.L.C.",2026-09-23,422004.77,68HE0324F0035,VA,FAIRFAX,22031,FAIRFAX,B504,SPECIAL STUDIES/ANALYSIS- CHEMICAL/BIOLOGICAL,541380,TESTING LABORATORIES AND SERVICES,,,,,False,False
68HERC24F0032,"ICF INCORPORATED, L.L.C.",2026-09-23,-95000.0,68HERC24F0032,VA,RESTON,20190,FAIRFAX,F999,OTHER ENVIRONMENTAL SERVICES,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HE0526F0170,JACOBS ENGINEERING GROUP INC.,2026-09-23,3375129.35,68HE0526F0170,MI,SAINT LOUIS,48880,GRATIOT,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HE0C18C0001,EASTERN RESEARCH GROUP INC,2026-09-23,-0.2,68HE0C18C0001,MA,LEXINGTON,02421,MIDDLESEX,R499,SUPPORT- PROFESSIONAL: OTHER,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HERW26F0142,EASTERN RESEARCH GROUP INC,2026-09-23,89000.0,68HERW26F0142,MA,LEXINGTON,02421,MIDDLESEX,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HERC24F0156,EASTERN RESEARCH GROUP INC,2026-09-23,0.0,68HERC24F0156,MA,LEXINGTON,02421,MIDDLESEX,F999,OTHER ENVIRONMENTAL SERVICES,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HE0625F0013,"TRADEBE ENVIRONMENTAL SERVICES, LLC",2026-09-23,-11347.5,68HE0625F0013,TX,DALLAS,75270,DALLAS,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562211,HAZARDOUS WASTE TREATMENT AND DISPOSAL,,,,,False,False
68HE0223F0007,ENVIRONMENTAL RESTORATION LLC,2026-09-22,350000.0,68HE0223F0007,PR,SAN JUAN,00907,SAN JUAN,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HE0422F0044,"C M C, INC.",2026-09-22,0.0,68HE0422F0044,NC,GASTONIA,28056,GASTON,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HE0423F0051,"C M C, INC.",2026-09-22,0.0,68HE0423F0051,GA,ATLANTA,30303,FULTON,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HE0525F0098,"C M C, INC.",2026-09-22,0.0,68HE0525F0098,GA,ATLANTA,30303,FULTON,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HE0526F0169,ENVIRONMENTAL RESTORATION LLC,2026-09-22,500000.0,68HE0526F0169,IL,CHICAGO,60604,COOK,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HE0426F0080,"C M C, INC.",2026-09-22,0.0,68HE0426F0080,GA,ATLANTA,30303,FULTON,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HE0722F0005,"TOEROEK ASSOCIATES, INC.",2026-09-22,-442751.22,68HE0722F0005,ID,POCATELLO,83204,BANNOCK,R499,SUPPORT- PROFESSIONAL: OTHER,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HERH23F0408,UNISON VIRTUAL ACQUISITION OFFICE LLC,2026-09-22,205185.63,68HERH23F0408,VA,STERLING,20166,LOUDOUN,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,511210,SOFTWARE PUBLISHERS,,,,,False,False
68HE0P24F0022,TECHLAW CONSULTANTS INC,2026-09-22,9993.63,68HE0P24F0022,NY,NEW YORK,10007,NEW YORK,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HERL26F0192,CONSOLIDATED SAFETY SERVICES INCORPORATED,2026-09-22,65000.0,68HERL26F0192,VA,FAIRFAX,22031,FAIRFAX CITY,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HERW26F0249,CONSOLIDATED SAFETY SERVICES INCORPORATED,2026-09-22,111152.23,68HERW26F0249,OR,CORVALLIS,97333,BENTON,AJ11,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; BASIC RESEARCH,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",,,,,False,False
68HERH25F0039,INTSCI-ENDYNA LLC,2026-09-22,-10566.48,68HERH25F0039,MA,LOWELL,01852,MIDDLESEX,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
68HERL26P0276,"THE GORDIAN GROUP, INC.",2026-09-22,120000.0,68HERL26P0276,DC,WASHINGTON,20406,DISTRICT OF COLUMBIA,B506,SPECIAL STUDIES/ANALYSIS- DATA (OTHER THAN SCIENTIFIC),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
68HERH22F0117,UNISON SOFTWARE INC,2026-09-22,-11678.85,68HERH22F0117,VA,STERLING,20166,LOUDOUN,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),511210,SOFTWARE PUBLISHERS,,,,,False,False
68HERH24F0123,WESTON-TECHLAW JV LLC,2026-09-22,198186.72,68HERH24F0123,TX,CHANNELVIEW,77530,HARRIS,F115,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HE0626F0028,"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC., PBC",2026-09-22,345273.27,68HE0626F0028,OK,BRISTOW,74010,CREEK,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HE0922F0059,RURAL COMMUNITY ASSISTANCE CORPORATION,2026-09-22,1441652.4,68HE0922F0059,CA,SAN FRANCISCO,94105,SAN FRANCISCO,F099,NATURAL RESOURCES/CONSERVATION- OTHER,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HERH24F0155,"NEPTUNE AND COMPANY, INCORPORATED",2026-09-22,95000.0,68HERH24F0155,DC,WASHINGTON,20001,DISTRICT OF COLUMBIA,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HE0923F0024,"AGILE DECISION SCIENCES, LLC",2026-09-22,95000.0,68HE0923F0024,CA,SAN FRANCISCO,94105,SAN FRANCISCO,R499,SUPPORT- PROFESSIONAL: OTHER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
68HE0226C0001,MILLBROOK SUPPORT SERVICES INC,2026-09-22,8320.0,68HE0226C0001,NY,NEW YORK,10007,NEW YORK,R401,SUPPORT- PROFESSIONAL: PERSONAL CARE (NON-MEDICAL),561210,FACILITIES SUPPORT SERVICES,,,,,False,False
68HERF26F0202,ANALYTIC ACQUISITIONS LLC,2026-09-22,240000.0,68HERF26F0202,OH,CINCINNATI,45268,HAMILTON,S201,HOUSEKEEPING- CUSTODIAL JANITORIAL,541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
68HERC26F0036,SOUTHWEST RESEARCH INSTITUTE,2026-09-22,0.0,68HERC26F0036,TX,SAN ANTONIO,78238,BEXAR,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541330,ENGINEERING SERVICES,,,,,False,False
68HE0126F0024,STERLING COMPUTERS CORPORATION,2026-09-22,58918.41,68HE0126F0024,MA,NORTH CHELMSFORD,01863,MIDDLESEX,7C20,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
68HE0221F0085,HDR APTIM LLC,2026-09-22,0.0,68HE0221F0085,NJ,MAYWOOD,07607,BERGEN,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HE0222F0049,HDR APTIM LLC,2026-09-22,0.0,68HE0222F0049,NY,CORTLANDT MANOR,10567,WESTCHESTER,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HERL26F0232,"ARCWOOD ENVIRONMENTAL, LLC",2026-09-22,25626.22,68HERL26F0232,CO,DENVER,80014,DENVER,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562211,HAZARDOUS WASTE TREATMENT AND DISPOSAL,,,,,False,False
68HERC23F0488,EASTERN RESEARCH GROUP INC,2026-09-22,0.0,68HERC23F0488,MA,CONCORD,01742,MIDDLESEX,F115,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL CONSULTING AND LEGAL SUPPORT,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HE0926P0072,THE NDN COMPANIES,2026-09-21,19061.0,68HE0926P0072,CA,MODESTO,95350,STANISLAUS,F999,OTHER ENVIRONMENTAL SERVICES,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HE0123F0052,TECHLAW CONSULTANTS INC,2026-09-21,0.0,68HE0123F0052,MA,HANOVER,02339,PLYMOUTH,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HE0924F0105,TECHLAW CONSULTANTS INC,2026-09-21,9561.38,68HE0924F0105,CA,TRAVIS AFB,94535,SOLANO,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HE0M22F0010,LINDE GAS & EQUIPMENT INC.,2026-09-21,-493.28,68HE0M22F0010,MI,ANN ARBOR,48105,WASHTENAW,6830,GASES: COMPRESSED AND LIQUEFIED,325120,INDUSTRIAL GAS MANUFACTURING,,,,,False,False
68HE0526F0040,"S.S. PAPADOPULOS & ASSOCIATES, INC.",2026-09-21,2529.73,68HE0526F0040,MD,ROCKVILLE,20852,MONTGOMERY,F999,OTHER ENVIRONMENTAL SERVICES,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HE0M22F0023,LINDE GAS & EQUIPMENT INC.,2026-09-21,-500.0,68HE0M22F0023,MI,ANN ARBOR,48105,WASHTENAW,6830,GASES: COMPRESSED AND LIQUEFIED,325120,INDUSTRIAL GAS MANUFACTURING,,,,,False,False
68HE0924F0105,TECHLAW CONSULTANTS INC,2026-09-21,9561.38,68HE0924F0105,CA,TRAVIS AFB,94535,SOLANO,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HE0323F0079,CDM FEDERAL PROGRAMS CORPORATION,2026-09-21,0.0,68HE0323F0079,VA,FAIRFAX,22030,FAIRFAX,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HE0926F0109,"CH2M HILL, INC",2026-09-21,1652329.77,68HE0926F0109,CA,SUNNYVALE,94085,SANTA CLARA,F999,OTHER ENVIRONMENTAL SERVICES,562910,REMEDIATION SERVICES,,,,,False,False
68HE0924F0055,"TETRA TECH, INC.",2026-09-21,0.0,68HE0924F0055,AZ,WINDOW ROCK,86515,APACHE,B510,SPECIAL STUDIES/ANALYSIS- ENVIRONMENTAL ASSESSMENTS,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HE0724F0143,"KEMRON/ARROWHEAD JV, LLC",2026-09-21,5539784.8,68HE0724F0143,KS,WICHITA,67202,SEDGWICK,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HERD22P0050,CHEMWATCH AMERICAS LLC,2026-09-21,27879.0,68HERD22P0050,NC,CARY,27511,WAKE,DA10,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SOFTWARE AS A SERVICE,511210,SOFTWARE PUBLISHERS,,,,,False,False
68HERW26F0253,AB SCIEX LLC,2026-09-21,442190.1,68HERW26F0253,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,6640,LABORATORY EQUIPMENT AND SUPPLIES,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,,,,,False,False
68HE0926P0156,SPECTO TECHNOLOGY LLC,2026-09-21,100180.0,68HE0926P0156,CA,SAN FRANCISCO,94105,SAN FRANCISCO,6350,"MISCELLANEOUS ALARM, SIGNAL, AND SECURITY DETECTION SYSTEMS",423490,OTHER PROFESSIONAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS,,,,,False,False
68HERC24F0272,THE CADMUS GROUP LLC,2026-09-21,0.0,68HERC24F0272,MA,WALTHAM,02451,MIDDLESEX,R425,SUPPORT- PROFESSIONAL: ENGINEERING/TECHNICAL,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HE0324F0075,"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC., PBC",2026-09-21,0.0,68HE0324F0075,PA,PHILADELPHIA,19103,PHILADELPHIA,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HE0826P0048,"ASTORIA-PACIFIC, INC.",2026-09-21,27204.0,68HE0826P0048,CO,DENVER,80202,DENVER,6640,LABORATORY EQUIPMENT AND SUPPLIES,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,,,,,False,False
68HERW26F0148,"GREAT LAKES ENVIRONMENTAL CENTER, INC",2026-09-21,661000.0,68HERW26F0148,MI,TRAVERSE CITY,49686,GRAND TRAVERSE,R499,SUPPORT- PROFESSIONAL: OTHER,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HE0124F0011,"NOBIS ENGINEERING, INC",2026-09-21,0.0,68HE0124F0011,VT,VERSHIRE,05079,ORANGE,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HERC22C0071,WASTE CONTROL SPECIALISTS LLC,2026-09-21,306933.37,68HERC22C0071,TX,DALLAS,75270,DALLAS,1140,NUCLEAR COMPONENTS,562211,HAZARDOUS WASTE TREATMENT AND DISPOSAL,,,,,False,False
68HE0925F0007,"ENVIRONMENTAL QUALITY MANAGEMENT, INC",2026-09-21,180000.0,68HE0925F0007,CA,SAN FRANCISCO,94105,SAN FRANCISCO,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
68HERW26F0182,"TETRA TECH, INC.",2026-09-21,0.0,68HERW26F0182,VA,FAIRFAX,22030,FAIRFAX CITY,R499,SUPPORT- PROFESSIONAL: OTHER,541620,ENVIRONMENTAL CONSULTING SERVICES,,,,,False,False
68HERF26F0134,MCP COMPUTER PRODUCTS INC,2026-09-21,0.0,68HERF26F0134,CA,SAN MARCOS,92078,SAN DIEGO,7B20,IT AND TELECOM - HIGH PERFORMANCE COMPUTE (HARDWARE AND PERPETUAL LICENSE SOFTWARE),334111,ELECTRONIC COMPUTER MANUFACTURING,,,,,False,False
