Award Id,Recipient Name,Action Date,Award Amount,Piid,Place Of Performance State Code,Place Of Performance City Name,Place Of Performance ZIP Code,Place Of Performance County Name,Product Or Service Code (Psc),Psc Description,Naics Code,Naics Description,Type Of Set Aside,Type Of Set Aside Description,Contracting Officer Business Size Determination,Last Modified Date,Is Small Business,Is 8a Set-Aside
75N98026F00013,GUIDEHOUSE DIGITAL LLC,2026-09-23,0.0,75N98026F00013,VA,MCLEAN,22102,FAIRFAX,R499,SUPPORT- PROFESSIONAL: OTHER,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,,,,,False,False
75N99026F00013,CHAPPELLE MECHANICAL SERVICES LLC,2026-09-23,195757.0,75N99026F00013,MD,BETHESDA,20892,MONTGOMERY,Y1JZ,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,,,,,False,False
75N98026F00250,RESEARCH TRIANGLE INSTITUTE,2026-09-23,2800000.0,75N98026F00250,NC,DURHAM,27713,DURHAM,R499,SUPPORT- PROFESSIONAL: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
75N98026P01583,"10X GENOMICS, INC.",2026-09-23,94822.29,75N98026P01583,CA,PLEASANTON,94588,ALAMEDA,6640,LABORATORY EQUIPMENT AND SUPPLIES,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,,,,,False,False
75N91026F00001,"WASHINGTON UNIVERSITY, THE",2026-09-23,1246168.0,75N91026F00001,MO,SAINT LOUIS,63130,SAINT LOUIS,B529,SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA,541380,TESTING LABORATORIES AND SERVICES,,,,,False,False
75N98026P01828,"10X GENOMICS, INC.",2026-09-23,52764.0,75N98026P01828,MD,BETHESDA,20892,MONTGOMERY,Q301,REFERENCE LABORATORY TESTING,325413,IN-VITRO DIAGNOSTIC SUBSTANCE MANUFACTURING,,,,,False,False
75N91019F00129,MAYO CLINIC,2026-09-23,-162900.61,75N91019F00129,MN,ROCHESTER,55905,OLMSTED,AN12,HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",,,,,False,False
75N98026F00424,MELLING LLC,2026-09-23,52322.53,75N98026F00424,VA,ALEXANDRIA,22314,ALEXANDRIA CITY,6640,LABORATORY EQUIPMENT AND SUPPLIES,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,,,,,False,False
75N99023C00092,"OLGOONIK GENERAL, LLC",2026-09-23,75796.0,75N99023C00092,MD,BETHESDA,20892,MONTGOMERY,Y1JZ,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,,,,,False,False
75N99026F00013,"OLGOONIK GENERAL, LLC",2026-09-23,407267.04,75N99026F00013,MD,BETHESDA,20892,MONTGOMERY,Y1JZ,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,,,,,False,False
75N98124F00005,"IMPRES TECHNOLOGY SOLUTIONS, INC",2026-09-23,597147.21,75N98124F00005,HI,KIHEI,96753,MAUI,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
75N98026F00401,BLACK CANYON CONSULTING LLC,2026-09-23,255426.0,75N98026F00401,VA,FAIRFAX,22033,FAIRFAX,R499,SUPPORT- PROFESSIONAL: OTHER,541511,CUSTOM COMPUTER PROGRAMMING SERVICES,,,,,False,False
75N98125F00001,JCS SOLUTIONS LLC,2026-09-23,10391328.0,75N98125F00001,VA,FAIRFAX,22033,FAIRFAX,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),541512,COMPUTER SYSTEMS DESIGN SERVICES,,,,,False,False
75N93021F00001,BATTELLE MEMORIAL INSTITUTE,2026-09-23,-33400.2,75N93021F00001,OH,COLUMBUS,43201,FRANKLIN,AN12,HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,541713,RESEARCH AND DEVELOPMENT IN NANOTECHNOLOGY,,,,,False,False
75N99026F00006,"SUMMER CONSULTANTS, INC.",2026-09-23,43686.08,75N99026F00006,MD,BETHESDA,20892,MONTGOMERY,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
75N98026P01843,ABBERIOR INSTRUMENTS AMERICA LLC,2026-09-23,996301.2,75N98026P01843,FL,JUPITER,33458,PALM BEACH,6640,LABORATORY EQUIPMENT AND SUPPLIES,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,,,,,False,False
75N91026F00001,INFINITY BIOLOGIX LLC,2026-09-23,661396.0,75N91026F00001,NJ,PISCATAWAY,08854,MIDDLESEX,B529,SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA,541380,TESTING LABORATORIES AND SERVICES,,,,,False,False
75N91026F00002,INFINITY BIOLOGIX LLC,2026-09-23,3125862.56,75N91026F00002,NJ,PISCATAWAY,08854,MIDDLESEX,B529,SPECIAL STUDIES/ANALYSIS- SCIENTIFIC DATA,541380,TESTING LABORATORIES AND SERVICES,,,,,False,False
75N95026F00006,"22ND CENTURY TECHNOLOGIES, INC.",2026-09-23,132204.8,75N95026F00006,VA,MCLEAN,22102,FAIRFAX,R408,SUPPORT- PROFESSIONAL: PROGRAM MANAGEMENT/SUPPORT,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,,,,,False,False
75N98026F00001,VANDERBILT UNIVERSITY MEDICAL CENTER,2026-09-23,566954.0,75N98026F00001,TN,NASHVILLE,37232,DAVIDSON,B599,SPECIAL STUDIES/ANALYSIS- OTHER,541380,TESTING LABORATORIES AND SERVICES,,,,,False,False
75N93020F00008,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-13767.99,75N93020F00008,MD,GERMANTOWN,20874,MONTGOMERY,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N98026C00026,DLA TROOP SUPPORT,2026-09-23,11809000.0,75N98026C00026,PA,PHILADELPHIA,19111,PHILADELPHIA,6505,DRUGS AND BIOLOGICALS,325412,PHARMACEUTICAL PREPARATION MANUFACTURING,,,,,False,False
75N93021F00066,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-14350.84,75N93021F00066,MD,BETHESDA,20814,MONTGOMERY,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N93020F00002,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-39178.23,75N93020F00002,MD,BETHESDA,20892,MONTGOMERY,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N98026P01806,"CARL ZEISS MICROSCOPY, LLC",2026-09-23,547363.72,75N98026P01806,NY,WHITE PLAINS,10601,WESTCHESTER,6640,LABORATORY EQUIPMENT AND SUPPLIES,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,,,,,False,False
75N98026F00007,"CHICKASAW FUTREND TECHNOLOGIES ALLIANCE, LLC",2026-09-23,456676.6,75N98026F00007,OK,NORMAN,73071,CLEVELAND,7A21,IT AND TELECOM - BUSINESS APPLICATION SOFTWARE (PERPETUAL LICENSE SOFTWARE),541511,CUSTOM COMPUTER PROGRAMMING SERVICES,,,,,False,False
75N93020F00004,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-64548.53,75N93020F00004,MD,GERMANTOWN,20874,MONTGOMERY,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N93021F00073,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-31075.2,75N93021F00073,MD,BETHESDA,20814,MONTGOMERY,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N95019F00088,LUMINA CORPS INC.,2026-09-23,-10865.6,75N95019F00088,MD,ROCKVILLE,20852,MONTGOMERY,R699,SUPPORT- ADMINISTRATIVE: OTHER,541611,ADMINISTRATIVE MANAGEMENT AND GENERAL MANAGEMENT CONSULTING SERVICES,,,,,False,False
75N93021F00071,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-1525.99,75N93021F00071,MD,ROCKVILLE,20852,MONTGOMERY,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N93021F00048,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-19187.6,75N93021F00048,MD,ROCKVILLE,20852,MONTGOMERY,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N99026F00004,POLU KAI SERVICES LLC,2026-09-23,7621174.0,75N99026F00004,MD,BETHESDA,20892,MONTGOMERY,Y1JZ,CONSTRUCTION OF MISCELLANEOUS BUILDINGS,236220,COMMERCIAL AND INSTITUTIONAL BUILDING CONSTRUCTION,,,,,False,False
75N98026P01077,ANTECH INC.,2026-09-23,0.0,75N98026P01077,CO,ARVADA,80003,JEFFERSON,6515,"MEDICAL AND SURGICAL INSTRUMENTS, EQUIPMENT, AND SUPPLIES",339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,,,,,False,False
75N93021F00074,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-44779.91,75N93021F00074,MD,BETHESDA,20814,MONTGOMERY,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N93019F00132,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-536815.1,75N93019F00132,MD,ROCKVILLE,20852,MONTGOMERY,R499,SUPPORT- PROFESSIONAL: OTHER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N91023F00002,DELOITTE & TOUCHE LLP,2026-09-23,485416.68,75N91023F00002,VA,ARLINGTON,22209,ARLINGTON,DA01,IT AND TELECOM - BUSINESS APPLICATION/APPLICATION DEVELOPMENT SUPPORT SERVICES (LABOR),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
75N98026P01846,"NORTH EAST TECHNICAL SALES, INC.",2026-09-23,16535.0,75N98026P01846,PA,HARLEYSVILLE,19438,MONTGOMERY,6640,LABORATORY EQUIPMENT AND SUPPLIES,334519,OTHER MEASURING AND CONTROLLING DEVICE MANUFACTURING,,,,,False,False
75N93021F00069,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-12058.28,75N93021F00069,MD,ROCKVILLE,20852,MONTGOMERY,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N93021F00067,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-14350.84,75N93021F00067,MD,BETHESDA,20814,MONTGOMERY,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N93021F00075,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-643.22,75N93021F00075,MD,BETHESDA,20814,MONTGOMERY,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N93019F00144,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-320764.6,75N93019F00144,MD,GERMANTOWN,20874,MONTGOMERY,R499,SUPPORT- PROFESSIONAL: OTHER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N93019F00139,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-24881.79,75N93019F00139,MD,ROCKVILLE,20852,MONTGOMERY,R499,SUPPORT- PROFESSIONAL: OTHER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N93020F00067,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,0.0,75N93020F00067,MD,GERMANTOWN,20874,MONTGOMERY,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N93021F00082,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-92819.38,75N93021F00082,MD,BETHESDA,20814,MONTGOMERY,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N93019F00131,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-721311.46,75N93019F00131,MD,ROCKVILLE,20852,MONTGOMERY,R499,SUPPORT- PROFESSIONAL: OTHER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N93019F00161,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-12882.73,75N93019F00161,MD,GERMANTOWN,20874,MONTGOMERY,R499,SUPPORT- PROFESSIONAL: OTHER,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N93021F00072,"MEDICAL SCIENCE & COMPUTING, LLC",2026-09-23,-2288.5,75N93021F00072,MD,ROCKVILLE,20852,MONTGOMERY,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N97024F00010,"ANACAPA MICRO PRODUCTS, INC.",2026-09-23,266606.87,75N97024F00010,MD,BETHESDA,20817,MONTGOMERY,7E20,"IT AND TELECOM - END USER: HELP DESK;TIER 1-2,WORKSPACE,PRINT,OUTPUT,PRODUCTIVITY TOOLS (HW/PERP SW)",541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
75N91020F00001,"PBG CONSULTING, LLC",2026-09-23,-58763.92,75N91020F00001,VA,MCLEAN,22102,FAIRFAX,D399,IT AND TELECOM- OTHER IT AND TELECOMMUNICATIONS,541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
75N98026P01796,"VISION RESEARCH, INC",2026-09-23,61115.0,75N98026P01796,NJ,WAYNE,07470,PASSAIC,6640,LABORATORY EQUIPMENT AND SUPPLIES,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,,,,,False,False
75N95024F00134,"KELLY SERVICES, INC.",2026-09-23,237865.92,75N95024F00134,MI,TROY,48084,OAKLAND,R499,SUPPORT- PROFESSIONAL: OTHER,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,,,,,False,False
75N97022F00089,"AFFIGENT, LLC",2026-09-23,0.0,75N97022F00089,MD,BETHESDA,20817,MONTGOMERY,7C20,IT AND TELECOM - DATA CENTER PRODUCTS (HARDWARE AND PERPETUAL LICENSE SOFTWARE),541519,OTHER COMPUTER RELATED SERVICES,,,,,False,False
75N93023F00014,"KELLY SERVICES, INC.",2026-09-23,-1451.92,75N93023F00014,MD,BETHESDA,20814,MONTGOMERY,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N95026F00158,"KELLY SERVICES, INC.",2026-09-23,129265.92,75N95026F00158,MI,TROY,48084,OAKLAND,R499,SUPPORT- PROFESSIONAL: OTHER,541690,OTHER SCIENTIFIC AND TECHNICAL CONSULTING SERVICES,,,,,False,False
75N98026F00386,"NEAL R. GROSS AND COMPANY, INC.",2026-09-23,43750.0,75N98026F00386,DC,WASHINGTON,20009,DISTRICT OF COLUMBIA,R499,SUPPORT- PROFESSIONAL: OTHER,561320,TEMPORARY HELP SERVICES,,,,,False,False
75N94026F00003,FISHER BIOSERVICES INC,2026-09-23,77937.32,75N94026F00003,MD,ROCKVILLE,20850,MONTGOMERY,AN12,HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,541714,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY),,,,,False,False
75N93023F00012,"KELLY SERVICES, INC.",2026-09-23,-0.16,75N93023F00012,MD,BETHESDA,20814,MONTGOMERY,R707,SUPPORT- MANAGEMENT: CONTRACT/PROCUREMENT/ACQUISITION SUPPORT,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N98026P01789,NIKON INSTRUMENTS INC,2026-09-23,606549.23,75N98026P01789,NY,MELVILLE,11747,SUFFOLK,6640,LABORATORY EQUIPMENT AND SUPPLIES,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,,,,,False,False
75N98026P01798,OLINK PROTEOMICS INC,2026-09-23,19984.0,75N98026P01798,MA,WALTHAM,02453,MIDDLESEX,6640,LABORATORY EQUIPMENT AND SUPPLIES,339112,SURGICAL AND MEDICAL INSTRUMENT MANUFACTURING,,,,,False,False
75N92025C00008,RHO FEDERAL SYSTEMS DIVISION INC,2026-09-23,217467.39,75N92025C00008,NC,DURHAM,27713,DURHAM,AN12,HEALTH R&D SERVICES; HEALTH CARE SERVICES; APPLIED RESEARCH,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",,,,,False,False
75N98026P01823,OLINK PROTEOMICS INC,2026-09-23,129827.31,75N98026P01823,MA,WALTHAM,02453,MIDDLESEX,6640,LABORATORY EQUIPMENT AND SUPPLIES,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,,,,,False,False
75N98026P01833,FISHER SCIENTIFIC COMPANY L.L.C.,2026-09-23,16250.0,75N98026P01833,PA,PITTSBURGH,15275,ALLEGHENY,6640,LABORATORY EQUIPMENT AND SUPPLIES,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,,,,,False,False
75N98026F00420,NIKON INSTRUMENTS INC,2026-09-23,187351.0,75N98026F00420,NY,MELVILLE,11747,SUFFOLK,6640,LABORATORY EQUIPMENT AND SUPPLIES,333314,OPTICAL INSTRUMENT AND LENS MANUFACTURING,,,,,False,False
75N91025P00088,VECTOR BIOMED INC.,2026-09-23,0.0,75N91025P00088,MD,GAITHERSBURG,20878,MONTGOMERY,6505,DRUGS AND BIOLOGICALS,325414,BIOLOGICAL PRODUCT (EXCEPT DIAGNOSTIC) MANUFACTURING,,,,,False,False
75N98026P01830,OLINK PROTEOMICS INC,2026-09-23,54363.81,75N98026P01830,MA,WALTHAM,02453,MIDDLESEX,6640,LABORATORY EQUIPMENT AND SUPPLIES,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,,,,,False,False
75N98026F00428,NIKON INSTRUMENTS INC,2026-09-23,52355.0,75N98026F00428,NY,MELVILLE,11747,SUFFOLK,6640,LABORATORY EQUIPMENT AND SUPPLIES,333314,OPTICAL INSTRUMENT AND LENS MANUFACTURING,,,,,False,False
75N93021F00001,THE JOHNS HOPKINS UNIVERSITY,2026-09-23,-41594.68,75N93021F00001,MD,BALTIMORE,21218,BALTIMORE CITY,AJ12,GENERAL SCIENCE AND TECHNOLOGY R&D SERVICES; GENERAL SCIENCE AND TECHNOLOGY; APPLIED RESEARCH,541714,RESEARCH AND DEVELOPMENT IN BIOTECHNOLOGY (EXCEPT NANOBIOTECHNOLOGY),,,,,False,False
75N98026P01818,THERAKOS LLC,2026-09-23,48750.0,75N98026P01818,NJ,BRIDGEWATER,08807,SOMERSET,6550,"IN VITRO DIAGNOSTIC SUBSTANCES, REAGENTS, TEST KITS AND SETS",423450,"MEDICAL, DENTAL, AND HOSPITAL EQUIPMENT AND SUPPLIES MERCHANT WHOLESALERS",,,,,False,False
75N98026P01734,SCINTICA INC.,2026-09-23,0.0,75N98026P01734,TX,WEBSTER,77598,HARRIS,6640,LABORATORY EQUIPMENT AND SUPPLIES,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,,,,,False,False
75N99022F00013,WASHINGTON GAS LIGHT COMPANY,2026-09-23,7657.0,75N99022F00013,MD,BETHESDA,20892,MONTGOMERY,S112,UTILITIES- ELECTRIC,221210,NATURAL GAS DISTRIBUTION,,,,,False,False
75N98019F00837,DELL MARKETING L.P.,2026-09-23,-0.1,75N98019F00837,MD,BETHESDA,20817,MONTGOMERY,D318,"IT AND TELECOM- INTEGRATED HARDWARE/SOFTWARE/SERVICES SOLUTIONS, PREDOMINANTLY SERVICES",511210,SOFTWARE PUBLISHERS,,,,,False,False
75N98026P01811,"LAXCO, INC",2026-09-23,156760.0,75N98026P01811,WA,BOTHELL,98012,SNOHOMISH,6640,LABORATORY EQUIPMENT AND SUPPLIES,334516,ANALYTICAL LABORATORY INSTRUMENT MANUFACTURING,,,,,False,False
75N92025P00120,THE JOHNS HOPKINS UNIVERSITY,2026-09-23,9129.76,75N92025P00120,MD,BETHESDA,20892,MONTGOMERY,Q301,REFERENCE LABORATORY TESTING,541990,"ALL OTHER PROFESSIONAL, SCIENTIFIC, AND TECHNICAL SERVICES",,,,,False,False
75N98022F00006,DELL MARKETING L.P.,2026-09-23,-312496.46,75N98022F00006,MD,BETHESDA,20817,MONTGOMERY,DG01,IT AND TELECOM - NETWORK SUPPORT SERVICES (LABOR),511210,SOFTWARE PUBLISHERS,,,,,False,False
75N95023C00020,"INFORMATION MANAGEMENT SERVICES, INC.",2026-09-23,0.0,75N95023C00020,MD,BELTSVILLE,20705,PRINCE GEORGES,AN11,HEALTH R&D SERVICES; HEALTH CARE SERVICES; BASIC RESEARCH,541715,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT NANOTECHNOLOGY AND BIOTECHNOLOGY)",,,,,False,False
75N98026P01816,LEONARD PAPER COMPANY,2026-09-23,19985.22,75N98026P01816,MD,BALTIMORE,21205,BALTIMORE CITY,6508,MEDICATED COSMETICS AND TOILETRIES,325611,SOAP AND OTHER DETERGENT MANUFACTURING,,,,,False,False
75N99026F00009,3D ENVIROLOGICS LLC,2026-09-23,124714.48,75N99026F00009,MD,BETHESDA,20892,MONTGOMERY,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
