Award Id,Recipient Name,Action Date,Award Amount,Piid,Place Of Performance State Code,Place Of Performance City Name,Place Of Performance ZIP Code,Place Of Performance County Name,Product Or Service Code (Psc),Psc Description,Naics Code,Naics Description,Type Of Set Aside,Type Of Set Aside Description,Contracting Officer Business Size Determination,Last Modified Date,Is Small Business,Is 8a Set-Aside
W912DQ25F3065,"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC., PBC",2026-03-16,500000.0,W912DQ25F3065,NJ,WALL TOWNSHIP,07719,MONMOUTH,F999,OTHER ENVIRONMENTAL SERVICES,562910,REMEDIATION SERVICES,,,,,False,False
HC108426FA530,ATT MOBILITY LLC,2026-03-16,1963.79,HC108426FA530,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
N0016422CJQ86,PRISM MARITIME LLC,2026-03-16,409769.01,N0016422CJQ86,VA,CHESAPEAKE,23320,CHESAPEAKE CITY,N020,INSTALLATION OF EQUIPMENT- SHIP AND MARINE EQUIPMENT,336611,SHIP BUILDING AND REPAIRING,,,,,False,False
HC101323FF709,AT&T CORP.,2026-03-16,-1673.43,HC101323FF709,VA,OAKTON,22124,FAIRFAX,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517919,ALL OTHER TELECOMMUNICATIONS,,,,,False,False
HC102120PA060,T-SYSTEMS INTERNATIONAL GMBH,2026-03-13,10261.72,HC102120PA060,,,,,D304,IT AND TELECOM- TELECOMMUNICATIONS AND TRANSMISSION,517311,WIRED TELECOMMUNICATIONS CARRIERS,,,,,False,False
HC108426FA537,ATT MOBILITY LLC,2026-03-13,2525.96,HC108426FA537,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
W912DQ23F3018,"AECOM TECHNICAL SERVICES, INC.",2026-03-13,24396.0,W912DQ23F3018,NJ,MIDDLESEX,08846,MIDDLESEX,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
HC101321F0196,"AT&T ENTERPRISES, LLC",2026-03-13,1752809.41,HC101321F0196,DC,ALEXANDRIA,20598,LOUDOUN,DG10,IT AND TELECOM - NETWORK AS A SERVICE,517110,WIRED TELECOMMUNICATIONS CARRIERS,,,,,False,False
W912DQ24F3031,"CONTI FEDERAL SERVICES, LLC",2026-03-13,45983.77,W912DQ24F3031,NJ,FAIRFIELD,07004,ESSEX,F999,OTHER ENVIRONMENTAL SERVICES,562910,REMEDIATION SERVICES,,,,,False,False
HC101321F7105,ARINC INCORPORATED,2026-03-13,77439.04,HC101321F7105,IL,SCOTT AFB,62225,SAINT CLAIR,DG10,IT AND TELECOM - NETWORK AS A SERVICE,517410,SATELLITE TELECOMMUNICATIONS,,,,,False,False
HC108426FA527,ATT MOBILITY LLC,2026-03-12,2923.7,HC108426FA527,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC108426FA526,ATT MOBILITY LLC,2026-03-12,1968.69,HC108426FA526,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC108424FA527,ATT MOBILITY LLC,2026-03-12,-58.83,HC108424FA527,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DD01,"IT AND TELECOM - SERVICE DELIVERY SUPPORT SERVICES: ITSM, OPERATIONS CENTER, PROJECT/PM (LABOR)",517312,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC108426FA523,ATT MOBILITY LLC,2026-03-12,2885.38,HC108426FA523,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
W912DQ24F3025,HDR-OBG A JOINT VENTURE,2026-03-12,27100.0,W912DQ24F3025,NJ,IRVINGTON,07111,ESSEX,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
W912DQ25F3057,HDR-OBG A JOINT VENTURE,2026-03-12,2556738.0,W912DQ25F3057,NY,SIDNEY,13838,DELAWARE,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
W9123826FA013,"TEHAMA TECHNICAL SERVICES, LLC",2026-03-11,47573347.9,W9123826FA013,CA,GRASS VALLEY,95945,NEVADA,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
W912DQ22F3063,CDM FEDERAL PROGRAMS CORPORATION,2026-03-11,82564.0,W912DQ22F3063,UT,MAGNA,84044,SALT LAKE,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
HC108426FA521,ATT MOBILITY LLC,2026-03-10,9146.76,HC108426FA521,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC101321F0196,"AT&T ENTERPRISES, LLC",2026-03-10,2646238.63,HC101321F0196,DC,ALEXANDRIA,20598,LOUDOUN,DG10,IT AND TELECOM - NETWORK AS A SERVICE,517110,WIRED TELECOMMUNICATIONS CARRIERS,,,,,False,False
HC101326FA781,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",2026-03-09,2350.0,HC101326FA781,MD,CHELTENHAM,20588,HOWARD,7G22,"IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)",334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,,,,,False,False
HC101326FA741,TRACE SYSTEMS INC.,2026-03-09,0.0,HC101326FA741,AL,TUSCALOOSA,35401,TUSCALOOSA,7G22,"IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)",517410,SATELLITE TELECOMMUNICATIONS,,,,,False,False
W912DQ23F3027,"TETRA TECH EC, INC.",2026-03-09,-45848.0,W912DQ23F3027,CA,LIVERMORE,94550,ALAMEDA,F999,OTHER ENVIRONMENTAL SERVICES,562910,REMEDIATION SERVICES,,,,,False,False
N0016425FJ597,"TELEDYNE FLIR DEFENSE, INC.",2026-03-09,0.0,N0016425FJ597,MA,NORTH BILLERICA,01862,MIDDLESEX,K058,"MODIFICATION OF EQUIPMENT- COMMUNICATION, DETECTION, AND COHERENT RADIATION EQUIPMENT",334511,"SEARCH, DETECTION, NAVIGATION, GUIDANCE, AERONAUTICAL, AND NAUTICAL SYSTEM AND INSTRUMENT MANUFACTURING",,,,,False,False
W912DQ24F3028,JACOBS GOVERNMENT SERVICES COMPANY,2026-03-06,0.0,W912DQ24F3028,NY,BROOKLYN,11215,KINGS,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
W912DQ22F3069,HDR-OBG A JOINT VENTURE,2026-03-06,130000.0,W912DQ22F3069,NY,VESTAL,13850,BROOME,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
W912DQ21F3034,"HYDROGEOLOGIC, INC.",2026-03-06,4323.68,W912DQ21F3034,NJ,SOUTH PLAINFIELD,07080,MIDDLESEX,F999,OTHER ENVIRONMENTAL SERVICES,562910,REMEDIATION SERVICES,,,,,False,False
HC101326FA732,TRACE SYSTEMS INC.,2026-03-05,0.0,HC101326FA732,AL,TUSCALOOSA,35401,TUSCALOOSA,7G22,"IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)",517410,SATELLITE TELECOMMUNICATIONS,,,,,False,False
W912DQ23F3030,"SEVENSON ENVIRONMENTAL SERVICES, INC.",2026-03-05,5250456.0,W912DQ23F3030,NY,GASPORT,14067,NIAGARA,F999,OTHER ENVIRONMENTAL SERVICES,562910,REMEDIATION SERVICES,,,,,False,False
N4033926CF503,ARAB SHIPBUILDING & REPAIR YARD CO. (ASRY),2026-03-05,0.0,N4033926CF503,,,,,J998,NON-NUCLEAR SHIP REPAIR (EAST),336611,SHIP BUILDING AND REPAIRING,,,,,False,False
HC101326FA741,TRACE SYSTEMS INC.,2026-03-04,51.13,HC101326FA741,AL,TUSCALOOSA,35401,TUSCALOOSA,7G22,"IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)",517410,SATELLITE TELECOMMUNICATIONS,,,,,False,False
HC101326FA697,TRACE SYSTEMS INC.,2026-03-04,0.0,HC101326FA697,DC,WASHINGTON,20004,DISTRICT OF COLUMBIA,7G22,"IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)",517410,SATELLITE TELECOMMUNICATIONS,,,,,False,False
HC108426FA484,ATT MOBILITY LLC,2026-03-04,1973.59,HC108426FA484,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC108426FA481,ATT MOBILITY LLC,2026-03-04,1973.59,HC108426FA481,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC108426FA095,ATT MOBILITY LLC,2026-03-04,105.0,HC108426FA095,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC108426FA478,ATT MOBILITY LLC,2026-03-04,2397.92,HC108426FA478,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC108426FA479,ATT MOBILITY LLC,2026-03-04,2506.6,HC108426FA479,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC108426FA476,ATT MOBILITY LLC,2026-03-04,13007.31,HC108426FA476,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC101326FA732,TRACE SYSTEMS INC.,2026-03-03,102.26,HC101326FA732,AL,TUSCALOOSA,35401,TUSCALOOSA,7G22,"IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)",517410,SATELLITE TELECOMMUNICATIONS,,,,,False,False
W912DQ24F3027,JACOBS GOVERNMENT SERVICES COMPANY,2026-03-03,0.0,W912DQ24F3027,NY,BROOKLYN,11215,KINGS,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
HC108426FA181,ATT MOBILITY LLC,2026-03-03,-98.17,HC108426FA181,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC108426FA213,ATT MOBILITY LLC,2026-03-03,-4.76,HC108426FA213,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
W912DQ21F3047,CDM FEDERAL PROGRAMS CORPORATION,2026-03-03,-135177.8,W912DQ21F3047,MO,KANSAS CITY,64106,JACKSON,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
W912DQ25F3034,PARSONS GOVERNMENT SERVICES INC.,2026-03-02,600000.0,W912DQ25F3034,NJ,WALL TOWNSHIP,07727,MONMOUTH,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
N4033926CF501,FINCANTIERI MARINE REPAIR LLC,2026-03-01,0.0,N4033926CF501,,,,,J998,NON-NUCLEAR SHIP REPAIR (EAST),336611,SHIP BUILDING AND REPAIRING,,,,,False,False
W912DQ20F3012,"ARCADIS U.S., INC.",2026-02-27,-32980.82,W912DQ20F3012,NJ,MANTUA,08051,GLOUCESTER,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
W912DQ23F3039,"APTIM FEDERAL SERVICES, LLC",2026-02-27,288675.04,W912DQ23F3039,NY,VESTAL,13850,BROOME,F999,OTHER ENVIRONMENTAL SERVICES,562910,REMEDIATION SERVICES,,,,,False,False
HC108426FA441,ATT MOBILITY LLC,2026-02-27,26242.86,HC108426FA441,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC101326FA689,TRACE SYSTEMS INC.,2026-02-26,0.0,HC101326FA689,AL,TUSCALOOSA,35401,TUSCALOOSA,7G22,"IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)",517410,SATELLITE TELECOMMUNICATIONS,,,,,False,False
HC101326FA708,TRACE SYSTEMS INC.,2026-02-26,0.0,HC101326FA708,AL,TUSCALOOSA,35401,TUSCALOOSA,7G22,"IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)",517410,SATELLITE TELECOMMUNICATIONS,,,,,False,False
N0002424F8583,UNIVERSITY OF TEXAS AT AUSTIN,2026-02-26,540000.0,N0002424F8583,TX,AUSTIN,78713,TRAVIS,AC32,NATIONAL DEFENSE R&D SERVICES; DEFENSE-RELATED ACTIVITIES; APPLIED RESEARCH,541712,"RESEARCH AND DEVELOPMENT IN THE PHYSICAL, ENGINEERING, AND LIFE SCIENCES (EXCEPT BIOTECHNOLOGY)",,,,,False,False
HC108426FA426,ATT MOBILITY LLC,2026-02-26,1551.82,HC108426FA426,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC108422FB303,ATT MOBILITY LLC,2026-02-26,-287.52,HC108422FB303,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DD01,"IT AND TELECOM - SERVICE DELIVERY SUPPORT SERVICES: ITSM, OPERATIONS CENTER, PROJECT/PM (LABOR)",517312,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC108426FA424,ATT MOBILITY LLC,2026-02-26,1978.49,HC108426FA424,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC101325PA511,"LEVEL 3 COMMUNICATIONS, LLC",2026-02-26,50380.13,HC101325PA511,OK,OKLAHOMA CITY,73169,OKLAHOMA,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517111,WIRED TELECOMMUNICATIONS CARRIERS,,,,,False,False
HC101325PA509,"LEVEL 3 COMMUNICATIONS, LLC",2026-02-26,22046.08,HC101325PA509,NJ,PLEASANTVILLE,08232,ATLANTIC,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517111,WIRED TELECOMMUNICATIONS CARRIERS,,,,,False,False
HC101325PA510,"LEVEL 3 COMMUNICATIONS, LLC",2026-02-26,100189.36,HC101325PA510,CO,COLORADO SPRINGS,80914,EL PASO,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517111,WIRED TELECOMMUNICATIONS CARRIERS,,,,,False,False
HC101326FA709,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",2026-02-25,0.0,HC101326FA709,DC,WASHINGTON,20004,DISTRICT OF COLUMBIA,7G22,"IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)",334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,,,,,False,False
W912DQ26FA042,CDM FEDERAL PROGRAMS CORPORATION,2026-02-25,1082621.15,W912DQ26FA042,UT,SALT LAKE CITY,84102,SALT LAKE,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
W912DQ20F3041,"CH2M HILL, INC",2026-02-24,-1264.96,W912DQ20F3041,NY,BROOKLYN,11215,KINGS,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
HC108426FA421,ATT MOBILITY LLC,2026-02-24,2405.16,HC108426FA421,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC108426FA422,ATT MOBILITY LLC,2026-02-24,4706.31,HC108426FA422,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
W912DQ23F3001,CDM FEDERAL PROGRAMS CORPORATION,2026-02-24,200000.0,W912DQ23F3001,NY,LOCKPORT,14094,NIAGARA,C219,ARCHITECT AND ENGINEERING- GENERAL: OTHER,541330,ENGINEERING SERVICES,,,,,False,False
HC101326FA709,"GENERAL DYNAMICS MISSION SYSTEMS, INC.",2026-02-23,14620.0,HC101326FA709,DC,WASHINGTON,20004,DISTRICT OF COLUMBIA,7G22,"IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)",334220,RADIO AND TELEVISION BROADCASTING AND WIRELESS COMMUNICATIONS EQUIPMENT MANUFACTURING,,,,,False,False
HC101326FA708,TRACE SYSTEMS INC.,2026-02-23,51.13,HC101326FA708,AL,TUSCALOOSA,35401,TUSCALOOSA,7G22,"IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)",517410,SATELLITE TELECOMMUNICATIONS,,,,,False,False
HC101326FA697,TRACE SYSTEMS INC.,2026-02-20,11234.25,HC101326FA697,DC,WASHINGTON,20004,DISTRICT OF COLUMBIA,7G22,"IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)",517410,SATELLITE TELECOMMUNICATIONS,,,,,False,False
W912DQ26FA024,CAPE ENVIRONMENTAL MANAGEMENT INC,2026-02-20,16000000.0,W912DQ26FA024,NJ,STANHOPE,07874,SUSSEX,F108,ENVIRONMENTAL SYSTEMS PROTECTION- ENVIRONMENTAL REMEDIATION,562910,REMEDIATION SERVICES,,,,,False,False
HC108426FA128,ATT MOBILITY LLC,2026-02-20,-8.27,HC108426FA128,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC108426FA111,ATT MOBILITY LLC,2026-02-20,-8.4,HC108426FA111,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC108426FA120,ATT MOBILITY LLC,2026-02-20,-8.27,HC108426FA120,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC108426FA127,ATT MOBILITY LLC,2026-02-20,-8.27,HC108426FA127,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC101326FA689,TRACE SYSTEMS INC.,2026-02-19,153.39,HC101326FA689,AL,TUSCALOOSA,35401,TUSCALOOSA,7G22,"IT AND TELECOM - NETWORK: SATELLITE AND RF COMMUNICATIONS PRODUCTS (HW, PERPETUAL LICENSE SOFTWARE)",517410,SATELLITE TELECOMMUNICATIONS,,,,,False,False
HC108426FA123,ATT MOBILITY LLC,2026-02-19,-8.27,HC108426FA123,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
HC108426FA138,ATT MOBILITY LLC,2026-02-19,-5.6,HC108426FA138,MD,FORT GEORGE G MEADE,20755,ANNE ARUNDEL,DG11,IT AND TELECOM - NETWORK: SATELLITE COMMUNICATIONS AND TELECOM ACCESS SERVICES,517112,WIRELESS TELECOMMUNICATIONS CARRIERS (EXCEPT SATELLITE),,,,,False,False
