Recipient Name,Award Amount,Careers Search
CLARK CONSTRUCTION GROUP LLC,1051682.0,https://www.google.com/search?q=CLARK%20CONSTRUCTION%20GROUP%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
JACOBS GOVERNMENT SERVICES COMPANY,964113.0,https://www.google.com/search?q=JACOBS%20GOVERNMENT%20SERVICES%20COMPANY%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CDM FEDERAL PROGRAMS CORPORATION,563212.0,https://www.google.com/search?q=CDM%20FEDERAL%20PROGRAMS%20CORPORATION%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"PRISM MARITIME, INC.",546841.38,https://www.google.com/search?q=PRISM%20MARITIME%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"SATCOM DIRECT GOVERNMENT, LLC",546100.2799999999,https://www.google.com/search?q=SATCOM%20DIRECT%20GOVERNMENT%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
GEO CONSULTANTS CORPORATION,350000.0,https://www.google.com/search?q=GEO%20CONSULTANTS%20CORPORATION%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
COASTAL ENTERPRISES OF JACKSONVILLE INC,326388.98,https://www.google.com/search?q=COASTAL%20ENTERPRISES%20OF%20JACKSONVILLE%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
UNIVERSITY OF TEXAS AT AUSTIN,307645.0,https://www.google.com/search?q=UNIVERSITY%20OF%20TEXAS%20AT%20AUSTIN%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"TELEDYNE FLIR DEFENSE, INC.",247975.0,https://www.google.com/search?q=TELEDYNE%20FLIR%20DEFENSE%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"EA ENGINEERING, SCIENCE, AND TECHNOLOGY, INC., PBC",181418.18,https://www.google.com/search?q=EA%20ENGINEERING%2C%20SCIENCE%2C%20AND%20TECHNOLOGY%2C%20INC.%2C%20PBC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"AECOM TECHNICAL SERVICES, INC.",150000.0,https://www.google.com/search?q=AECOM%20TECHNICAL%20SERVICES%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
ATT MOBILITY LLC,137583.8,https://www.google.com/search?q=ATT%20MOBILITY%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
COMCAST GOVERNMENT SERVICES LLC,85232.78,https://www.google.com/search?q=COMCAST%20GOVERNMENT%20SERVICES%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
SDV E&C JV,75384.0,https://www.google.com/search?q=SDV%20E%26C%20JV%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
TRACE SYSTEMS INC.,65880.41,https://www.google.com/search?q=TRACE%20SYSTEMS%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"GENERAL DYNAMICS MISSION SYSTEMS, INC.",60245.0,https://www.google.com/search?q=GENERAL%20DYNAMICS%20MISSION%20SYSTEMS%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"CAVALIER TELEPHONE, L.L.C.",10342.93,https://www.google.com/search?q=CAVALIER%20TELEPHONE%2C%20L.L.C.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
WATER CHEMISTRY INC,1026.24,https://www.google.com/search?q=WATER%20CHEMISTRY%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
AT&T CORP.,926.09,https://www.google.com/search?q=AT%26T%20CORP.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"AMERISTAR CONTRACTING GROUP, INC.",0.0,https://www.google.com/search?q=AMERISTAR%20CONTRACTING%20GROUP%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
STRATEGIC TECHNOLOGY INSTITUTE INC,0.0,https://www.google.com/search?q=STRATEGIC%20TECHNOLOGY%20INSTITUTE%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
PACIFIC TECH CONSTRUCTION INC,0.0,https://www.google.com/search?q=PACIFIC%20TECH%20CONSTRUCTION%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"HYDROGEOLOGIC, INC.",0.0,https://www.google.com/search?q=HYDROGEOLOGIC%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"ENERGYSOLUTIONS, LLC",0.0,https://www.google.com/search?q=ENERGYSOLUTIONS%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"LUMEN TECHNOLOGIES GOVERNMENT SOLUTIONS, INC",0.0,https://www.google.com/search?q=LUMEN%20TECHNOLOGIES%20GOVERNMENT%20SOLUTIONS%2C%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
LABORATORY CORPORATION OF AMERICA,0.0,https://www.google.com/search?q=LABORATORY%20CORPORATION%20OF%20AMERICA%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
CAPE ENVIRONMENTAL MANAGEMENT INC,-2500.0,https://www.google.com/search?q=CAPE%20ENVIRONMENTAL%20MANAGEMENT%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
RX3 COMMUNICATIONS INC,-5602.8,https://www.google.com/search?q=RX3%20COMMUNICATIONS%20INC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"LEVEL 3 COMMUNICATIONS, LLC",-17371.64,https://www.google.com/search?q=LEVEL%203%20COMMUNICATIONS%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
ARINC INCORPORATED,-340517.92,https://www.google.com/search?q=ARINC%20INCORPORATED%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"S. J. AMOROSO CONSTRUCTION CO., LLC",-554674.0,https://www.google.com/search?q=S.%20J.%20AMOROSO%20CONSTRUCTION%20CO.%2C%20LLC%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
"US ECOLOGY HOLDINGS, INC.",-987358.5,https://www.google.com/search?q=US%20ECOLOGY%20HOLDINGS%2C%20INC.%20careers%20OR%20jobs%20site%3Agreenhouse.io%20OR%20site%3Alever.co%20OR%20site%3Aworkday.com
